Format,2.0A,
Memory Length,5000,
Trigger Level,0.00V,
Source,CH1,
Label, ,
Probe Ratio,1.000E+00,
Vertical Units,V,
Vertical Scale,5.000E-01,
Vertical Position,-5.000E-01,
Horizontal Units,S,
Horizontal Scale,1.000E+00,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Sampling Period,2.000E-03,
Firmware,V1.18,
Time,29-Jun-15 15:03:31,
Mode,Detail,
Waveform Data,
-1.866000e+00,7.20e-01,
-1.864000e+00,7.60e-01,
-1.862000e+00,7.20e-01,
-1.860000e+00,7.80e-01,
-1.858000e+00,7.40e-01,
-1.856000e+00,7.60e-01,
-1.854000e+00,8.20e-01,
-1.852000e+00,8.40e-01,
-1.850000e+00,7.80e-01,
-1.848000e+00,8.20e-01,
-1.846000e+00,7.80e-01,
-1.844000e+00,7.80e-01,
-1.842000e+00,8.40e-01,
-1.840000e+00,8.60e-01,
-1.838000e+00,8.20e-01,
-1.836000e+00,8.80e-01,
-1.834000e+00,8.40e-01,
-1.832000e+00,9.00e-01,
-1.830000e+00,8.60e-01,
-1.828000e+00,8.80e-01,
-1.826000e+00,8.40e-01,
-1.824000e+00,8.40e-01,
-1.822000e+00,9.00e-01,
-1.820000e+00,8.60e-01,
-1.818000e+00,9.20e-01,
-1.816000e+00,9.00e-01,
-1.814000e+00,9.60e-01,
-1.812000e+00,9.60e-01,
-1.810000e+00,9.20e-01,
-1.808000e+00,9.60e-01,
-1.806000e+00,9.00e-01,
-1.804000e+00,9.00e-01,
-1.802000e+00,9.60e-01,
-1.800000e+00,9.20e-01,
-1.798000e+00,9.80e-01,
-1.796000e+00,1.00e+00,
-1.794000e+00,9.60e-01,
-1.792000e+00,1.02e+00,
-1.790000e+00,9.60e-01,
-1.788000e+00,1.00e+00,
-1.786000e+00,9.40e-01,
-1.784000e+00,9.80e-01,
-1.782000e+00,9.40e-01,
-1.780000e+00,9.40e-01,
-1.778000e+00,1.00e+00,
-1.776000e+00,1.02e+00,
-1.774000e+00,9.80e-01,
-1.772000e+00,1.02e+00,
-1.770000e+00,9.80e-01,
-1.768000e+00,1.02e+00,
-1.766000e+00,9.60e-01,
-1.764000e+00,1.00e+00,
-1.762000e+00,9.60e-01,
-1.760000e+00,9.60e-01,
-1.758000e+00,1.02e+00,
-1.756000e+00,1.04e+00,
-1.754000e+00,1.00e+00,
-1.752000e+00,1.04e+00,
-1.750000e+00,1.00e+00,
-1.748000e+00,1.02e+00,
-1.746000e+00,9.80e-01,
-1.744000e+00,1.02e+00,
-1.742000e+00,9.60e-01,
-1.740000e+00,1.02e+00,
-1.738000e+00,9.80e-01,
-1.736000e+00,1.00e+00,
-1.734000e+00,1.06e+00,
-1.732000e+00,1.06e+00,
-1.730000e+00,1.02e+00,
-1.728000e+00,1.06e+00,
-1.726000e+00,1.02e+00,
-1.724000e+00,1.02e+00,
-1.722000e+00,1.08e+00,
-1.720000e+00,1.04e+00,
-1.718000e+00,1.12e+00,
-1.716000e+00,1.08e+00,
-1.714000e+00,1.14e+00,
-1.712000e+00,1.12e+00,
-1.710000e+00,1.08e+00,
-1.708000e+00,1.12e+00,
-1.706000e+00,1.08e+00,
-1.704000e+00,1.06e+00,
-1.702000e+00,1.12e+00,
-1.700000e+00,1.08e+00,
-1.698000e+00,1.14e+00,
-1.696000e+00,1.14e+00,
-1.694000e+00,1.10e+00,
-1.692000e+00,1.14e+00,
-1.690000e+00,1.10e+00,
-1.688000e+00,1.14e+00,
-1.686000e+00,1.08e+00,
-1.684000e+00,1.12e+00,
-1.682000e+00,1.08e+00,
-1.680000e+00,1.12e+00,
-1.678000e+00,1.08e+00,
-1.676000e+00,1.12e+00,
-1.674000e+00,1.08e+00,
-1.672000e+00,1.12e+00,
-1.670000e+00,1.04e+00,
-1.668000e+00,1.08e+00,
-1.666000e+00,1.00e+00,
-1.664000e+00,1.04e+00,
-1.662000e+00,1.00e+00,
-1.660000e+00,1.04e+00,
-1.658000e+00,9.80e-01,
-1.656000e+00,1.02e+00,
-1.654000e+00,9.80e-01,
-1.652000e+00,1.00e+00,
-1.650000e+00,9.40e-01,
-1.648000e+00,9.80e-01,
-1.646000e+00,9.00e-01,
-1.644000e+00,9.40e-01,
-1.642000e+00,9.00e-01,
-1.640000e+00,9.40e-01,
-1.638000e+00,9.00e-01,
-1.636000e+00,9.40e-01,
-1.634000e+00,9.00e-01,
-1.632000e+00,9.20e-01,
-1.630000e+00,8.60e-01,
-1.628000e+00,8.80e-01,
-1.626000e+00,8.40e-01,
-1.624000e+00,8.60e-01,
-1.622000e+00,8.20e-01,
-1.620000e+00,8.20e-01,
-1.618000e+00,8.80e-01,
-1.616000e+00,9.00e-01,
-1.614000e+00,8.60e-01,
-1.612000e+00,9.20e-01,
-1.610000e+00,8.60e-01,
-1.608000e+00,9.00e-01,
-1.606000e+00,8.60e-01,
-1.604000e+00,9.00e-01,
-1.602000e+00,8.60e-01,
-1.600000e+00,8.80e-01,
-1.598000e+00,9.40e-01,
-1.596000e+00,9.40e-01,
-1.594000e+00,9.00e-01,
-1.592000e+00,9.40e-01,
-1.590000e+00,9.00e-01,
-1.588000e+00,9.40e-01,
-1.586000e+00,9.00e-01,
-1.584000e+00,9.40e-01,
-1.582000e+00,9.00e-01,
-1.580000e+00,9.20e-01,
-1.578000e+00,9.80e-01,
-1.576000e+00,9.60e-01,
-1.574000e+00,1.02e+00,
-1.572000e+00,1.00e+00,
-1.570000e+00,9.60e-01,
-1.568000e+00,1.00e+00,
-1.566000e+00,9.40e-01,
-1.564000e+00,9.80e-01,
-1.562000e+00,9.40e-01,
-1.560000e+00,9.80e-01,
-1.558000e+00,9.40e-01,
-1.556000e+00,1.00e+00,
-1.554000e+00,9.60e-01,
-1.552000e+00,1.00e+00,
-1.550000e+00,9.40e-01,
-1.548000e+00,9.60e-01,
-1.546000e+00,9.00e-01,
-1.544000e+00,9.40e-01,
-1.542000e+00,9.00e-01,
-1.540000e+00,9.00e-01,
-1.538000e+00,9.60e-01,
-1.536000e+00,9.20e-01,
-1.534000e+00,9.80e-01,
-1.532000e+00,9.80e-01,
-1.530000e+00,9.40e-01,
-1.528000e+00,9.60e-01,
-1.526000e+00,9.20e-01,
-1.524000e+00,9.60e-01,
-1.522000e+00,9.20e-01,
-1.520000e+00,9.40e-01,
-1.518000e+00,1.00e+00,
-1.516000e+00,9.60e-01,
-1.514000e+00,1.02e+00,
-1.512000e+00,1.00e+00,
-1.510000e+00,9.60e-01,
-1.508000e+00,9.80e-01,
-1.506000e+00,9.20e-01,
-1.504000e+00,9.60e-01,
-1.502000e+00,9.00e-01,
-1.500000e+00,9.60e-01,
-1.498000e+00,9.20e-01,
-1.496000e+00,9.60e-01,
-1.494000e+00,9.20e-01,
-1.492000e+00,9.60e-01,
-1.490000e+00,9.00e-01,
-1.488000e+00,9.40e-01,
-1.486000e+00,9.00e-01,
-1.484000e+00,9.20e-01,
-1.482000e+00,8.80e-01,
-1.480000e+00,9.40e-01,
-1.478000e+00,9.00e-01,
-1.476000e+00,9.60e-01,
-1.474000e+00,9.20e-01,
-1.472000e+00,9.60e-01,
-1.470000e+00,9.20e-01,
-1.468000e+00,9.40e-01,
-1.466000e+00,9.00e-01,
-1.464000e+00,9.40e-01,
-1.462000e+00,9.00e-01,
-1.460000e+00,9.40e-01,
-1.458000e+00,9.00e-01,
-1.456000e+00,9.20e-01,
-1.454000e+00,9.80e-01,
-1.452000e+00,9.80e-01,
-1.450000e+00,9.40e-01,
-1.448000e+00,9.60e-01,
-1.446000e+00,9.00e-01,
-1.444000e+00,9.60e-01,
-1.442000e+00,9.20e-01,
-1.440000e+00,9.20e-01,
-1.438000e+00,9.80e-01,
-1.436000e+00,1.00e+00,
-1.434000e+00,9.40e-01,
-1.432000e+00,1.00e+00,
-1.430000e+00,9.20e-01,
-1.428000e+00,9.80e-01,
-1.426000e+00,9.20e-01,
-1.424000e+00,9.60e-01,
-1.422000e+00,9.00e-01,
-1.420000e+00,9.80e-01,
-1.418000e+00,9.20e-01,
-1.416000e+00,9.80e-01,
-1.414000e+00,9.40e-01,
-1.412000e+00,9.80e-01,
-1.410000e+00,9.20e-01,
-1.408000e+00,9.60e-01,
-1.406000e+00,9.00e-01,
-1.404000e+00,9.40e-01,
-1.402000e+00,9.00e-01,
-1.400000e+00,9.40e-01,
-1.398000e+00,9.00e-01,
-1.396000e+00,9.40e-01,
-1.394000e+00,9.00e-01,
-1.392000e+00,9.60e-01,
-1.390000e+00,9.00e-01,
-1.388000e+00,9.40e-01,
-1.386000e+00,9.00e-01,
-1.384000e+00,9.40e-01,
-1.382000e+00,9.00e-01,
-1.380000e+00,9.40e-01,
-1.378000e+00,9.00e-01,
-1.376000e+00,9.60e-01,
-1.374000e+00,9.00e-01,
-1.372000e+00,9.40e-01,
-1.370000e+00,9.00e-01,
-1.368000e+00,9.40e-01,
-1.366000e+00,9.00e-01,
-1.364000e+00,9.20e-01,
-1.362000e+00,8.80e-01,
-1.360000e+00,9.40e-01,
-1.358000e+00,9.00e-01,
-1.356000e+00,9.60e-01,
-1.354000e+00,9.20e-01,
-1.352000e+00,9.80e-01,
-1.350000e+00,9.20e-01,
-1.348000e+00,9.60e-01,
-1.346000e+00,9.20e-01,
-1.344000e+00,9.60e-01,
-1.342000e+00,9.00e-01,
-1.340000e+00,9.20e-01,
-1.338000e+00,9.80e-01,
-1.336000e+00,9.40e-01,
-1.334000e+00,1.00e+00,
-1.332000e+00,9.80e-01,
-1.330000e+00,9.40e-01,
-1.328000e+00,9.80e-01,
-1.326000e+00,9.20e-01,
-1.324000e+00,9.60e-01,
-1.322000e+00,9.20e-01,
-1.320000e+00,9.20e-01,
-1.318000e+00,9.80e-01,
-1.316000e+00,1.00e+00,
-1.314000e+00,9.60e-01,
-1.312000e+00,1.00e+00,
-1.310000e+00,9.60e-01,
-1.308000e+00,9.80e-01,
-1.306000e+00,9.40e-01,
-1.304000e+00,9.80e-01,
-1.302000e+00,9.40e-01,
-1.300000e+00,9.60e-01,
-1.298000e+00,1.02e+00,
-1.296000e+00,9.80e-01,
-1.294000e+00,1.04e+00,
-1.292000e+00,1.02e+00,
-1.290000e+00,1.00e+00,
-1.288000e+00,1.02e+00,
-1.286000e+00,9.80e-01,
-1.284000e+00,1.00e+00,
-1.282000e+00,9.60e-01,
-1.280000e+00,1.02e+00,
-1.278000e+00,9.80e-01,
-1.276000e+00,1.04e+00,
-1.274000e+00,1.00e+00,
-1.272000e+00,1.04e+00,
-1.270000e+00,1.00e+00,
-1.268000e+00,1.02e+00,
-1.266000e+00,9.60e-01,
-1.264000e+00,1.00e+00,
-1.262000e+00,9.40e-01,
-1.260000e+00,1.00e+00,
-1.258000e+00,9.60e-01,
-1.256000e+00,1.02e+00,
-1.254000e+00,9.60e-01,
-1.252000e+00,1.00e+00,
-1.250000e+00,9.40e-01,
-1.248000e+00,9.60e-01,
-1.246000e+00,9.00e-01,
-1.244000e+00,9.40e-01,
-1.242000e+00,9.00e-01,
-1.240000e+00,9.40e-01,
-1.238000e+00,9.00e-01,
-1.236000e+00,9.40e-01,
-1.234000e+00,9.00e-01,
-1.232000e+00,9.40e-01,
-1.230000e+00,9.00e-01,
-1.228000e+00,9.20e-01,
-1.226000e+00,8.80e-01,
-1.224000e+00,9.20e-01,
-1.222000e+00,8.60e-01,
-1.220000e+00,9.20e-01,
-1.218000e+00,8.80e-01,
-1.216000e+00,9.40e-01,
-1.214000e+00,9.00e-01,
-1.212000e+00,9.40e-01,
-1.210000e+00,9.00e-01,
-1.208000e+00,9.20e-01,
-1.206000e+00,8.80e-01,
-1.204000e+00,9.20e-01,
-1.202000e+00,8.80e-01,
-1.200000e+00,8.80e-01,
-1.198000e+00,9.40e-01,
-1.196000e+00,9.00e-01,
-1.194000e+00,9.60e-01,
-1.192000e+00,9.80e-01,
-1.190000e+00,9.40e-01,
-1.188000e+00,9.80e-01,
-1.186000e+00,9.40e-01,
-1.184000e+00,9.60e-01,
-1.182000e+00,1.04e+00,
-1.180000e+00,1.00e+00,
-1.178000e+00,1.14e+00,
-1.176000e+00,1.10e+00,
-1.174000e+00,1.32e+00,
-1.172000e+00,1.30e+00,
-1.170000e+00,1.58e+00,
-1.168000e+00,1.56e+00,
-1.166000e+00,1.76e+00,
-1.164000e+00,1.72e+00,
-1.162000e+00,1.86e+00,
-1.160000e+00,1.86e+00,
-1.158000e+00,1.80e+00,
-1.156000e+00,1.82e+00,
-1.154000e+00,1.62e+00,
-1.152000e+00,1.64e+00,
-1.150000e+00,1.24e+00,
-1.148000e+00,1.28e+00,
-1.146000e+00,1.06e+00,
-1.144000e+00,1.08e+00,
-1.142000e+00,9.40e-01,
-1.140000e+00,9.60e-01,
-1.138000e+00,8.60e-01,
-1.136000e+00,9.00e-01,
-1.134000e+00,8.20e-01,
-1.132000e+00,8.40e-01,
-1.130000e+00,7.60e-01,
-1.128000e+00,7.80e-01,
-1.126000e+00,7.20e-01,
-1.124000e+00,7.40e-01,
-1.122000e+00,7.20e-01,
-1.120000e+00,7.20e-01,
-1.118000e+00,7.80e-01,
-1.116000e+00,7.40e-01,
-1.114000e+00,8.00e-01,
-1.112000e+00,8.20e-01,
-1.110000e+00,7.80e-01,
-1.108000e+00,8.00e-01,
-1.106000e+00,7.80e-01,
-1.104000e+00,8.20e-01,
-1.102000e+00,7.80e-01,
-1.100000e+00,8.00e-01,
-1.098000e+00,8.60e-01,
-1.096000e+00,8.20e-01,
-1.094000e+00,8.80e-01,
-1.092000e+00,9.00e-01,
-1.090000e+00,8.40e-01,
-1.088000e+00,9.00e-01,
-1.086000e+00,8.40e-01,
-1.084000e+00,8.80e-01,
-1.082000e+00,8.40e-01,
-1.080000e+00,8.60e-01,
-1.078000e+00,9.20e-01,
-1.076000e+00,9.00e-01,
-1.074000e+00,9.60e-01,
-1.072000e+00,9.60e-01,
-1.070000e+00,9.20e-01,
-1.068000e+00,9.60e-01,
-1.066000e+00,9.00e-01,
-1.064000e+00,9.40e-01,
-1.062000e+00,9.00e-01,
-1.060000e+00,9.60e-01,
-1.058000e+00,9.00e-01,
-1.056000e+00,9.40e-01,
-1.054000e+00,1.00e+00,
-1.052000e+00,1.00e+00,
-1.050000e+00,9.60e-01,
-1.048000e+00,1.00e+00,
-1.046000e+00,9.40e-01,
-1.044000e+00,9.80e-01,
-1.042000e+00,9.40e-01,
-1.040000e+00,9.40e-01,
-1.038000e+00,1.00e+00,
-1.036000e+00,9.60e-01,
-1.034000e+00,1.02e+00,
-1.032000e+00,1.02e+00,
-1.030000e+00,9.80e-01,
-1.028000e+00,1.02e+00,
-1.026000e+00,9.60e-01,
-1.024000e+00,1.00e+00,
-1.022000e+00,9.40e-01,
-1.020000e+00,9.60e-01,
-1.018000e+00,1.02e+00,
-1.016000e+00,1.04e+00,
-1.014000e+00,1.00e+00,
-1.012000e+00,1.04e+00,
-1.010000e+00,1.00e+00,
-1.008000e+00,1.04e+00,
-1.006000e+00,1.00e+00,
-1.004000e+00,1.04e+00,
-1.002000e+00,1.00e+00,
-1.000000e+00,1.00e+00,
-9.980000e-01,1.06e+00,
-9.960000e-01,1.04e+00,
-9.940000e-01,1.10e+00,
-9.920000e-01,1.10e+00,
-9.900000e-01,1.06e+00,
-9.880000e-01,1.10e+00,
-9.860000e-01,1.04e+00,
-9.840000e-01,1.08e+00,
-9.820000e-01,1.04e+00,
-9.800000e-01,1.06e+00,
-9.780000e-01,1.12e+00,
-9.760000e-01,1.14e+00,
-9.740000e-01,1.08e+00,
-9.720000e-01,1.14e+00,
-9.700000e-01,1.08e+00,
-9.680000e-01,1.12e+00,
-9.660000e-01,1.08e+00,
-9.640000e-01,1.10e+00,
-9.620000e-01,1.06e+00,
-9.600000e-01,1.12e+00,
-9.580000e-01,1.08e+00,
-9.560000e-01,1.14e+00,
-9.540000e-01,1.10e+00,
-9.520000e-01,1.14e+00,
-9.500000e-01,1.10e+00,
-9.480000e-01,1.12e+00,
-9.460000e-01,1.08e+00,
-9.440000e-01,1.10e+00,
-9.420000e-01,1.06e+00,
-9.400000e-01,1.12e+00,
-9.380000e-01,1.08e+00,
-9.360000e-01,1.14e+00,
-9.340000e-01,1.10e+00,
-9.320000e-01,1.14e+00,
-9.300000e-01,1.08e+00,
-9.280000e-01,1.12e+00,
-9.260000e-01,1.04e+00,
-9.240000e-01,1.06e+00,
-9.220000e-01,1.00e+00,
-9.200000e-01,1.04e+00,
-9.180000e-01,1.00e+00,
-9.160000e-01,1.04e+00,
-9.140000e-01,1.00e+00,
-9.120000e-01,1.02e+00,
-9.100000e-01,9.60e-01,
-9.080000e-01,9.80e-01,
-9.060000e-01,9.00e-01,
-9.040000e-01,9.20e-01,
-9.020000e-01,8.80e-01,
-9.000000e-01,9.20e-01,
-8.980000e-01,8.80e-01,
-8.960000e-01,9.00e-01,
-8.940000e-01,8.60e-01,
-8.920000e-01,9.00e-01,
-8.900000e-01,8.40e-01,
-8.880000e-01,8.80e-01,
-8.860000e-01,8.20e-01,
-8.840000e-01,8.40e-01,
-8.820000e-01,8.00e-01,
-8.800000e-01,8.00e-01,
-8.780000e-01,8.60e-01,
-8.760000e-01,8.80e-01,
-8.740000e-01,8.20e-01,
-8.720000e-01,8.60e-01,
-8.700000e-01,8.20e-01,
-8.680000e-01,8.40e-01,
-8.660000e-01,8.00e-01,
-8.640000e-01,8.40e-01,
-8.620000e-01,8.00e-01,
-8.600000e-01,8.40e-01,
-8.580000e-01,8.00e-01,
-8.560000e-01,8.80e-01,
-8.540000e-01,8.20e-01,
-8.520000e-01,8.80e-01,
-8.500000e-01,8.40e-01,
-8.480000e-01,8.80e-01,
-8.460000e-01,8.20e-01,
-8.440000e-01,8.60e-01,
-8.420000e-01,8.20e-01,
-8.400000e-01,8.40e-01,
-8.380000e-01,9.00e-01,
-8.360000e-01,8.60e-01,
-8.340000e-01,9.20e-01,
-8.320000e-01,9.40e-01,
-8.300000e-01,9.00e-01,
-8.280000e-01,9.20e-01,
-8.260000e-01,8.80e-01,
-8.240000e-01,9.20e-01,
-8.220000e-01,8.80e-01,
-8.200000e-01,9.40e-01,
-8.180000e-01,9.00e-01,
-8.160000e-01,9.60e-01,
-8.140000e-01,9.20e-01,
-8.120000e-01,9.80e-01,
-8.100000e-01,9.20e-01,
-8.080000e-01,9.60e-01,
-8.060000e-01,9.20e-01,
-8.040000e-01,9.00e-01,
-8.020000e-01,9.60e-01,
-8.000000e-01,9.20e-01,
-7.980000e-01,1.00e+00,
-7.960000e-01,1.02e+00,
-7.940000e-01,9.60e-01,
-7.920000e-01,1.00e+00,
-7.900000e-01,9.60e-01,
-7.880000e-01,9.80e-01,
-7.860000e-01,9.40e-01,
-7.840000e-01,9.60e-01,
-7.820000e-01,9.20e-01,
-7.800000e-01,9.20e-01,
-7.780000e-01,9.80e-01,
-7.760000e-01,9.80e-01,
-7.740000e-01,9.40e-01,
-7.720000e-01,9.80e-01,
-7.700000e-01,9.40e-01,
-7.680000e-01,9.60e-01,
-7.660000e-01,9.20e-01,
-7.640000e-01,9.60e-01,
-7.620000e-01,9.00e-01,
-7.600000e-01,9.20e-01,
-7.580000e-01,9.80e-01,
-7.560000e-01,1.00e+00,
-7.540000e-01,9.60e-01,
-7.520000e-01,1.00e+00,
-7.500000e-01,9.40e-01,
-7.480000e-01,9.80e-01,
-7.460000e-01,9.20e-01,
-7.440000e-01,9.60e-01,
-7.420000e-01,9.20e-01,
-7.400000e-01,9.20e-01,
-7.380000e-01,9.80e-01,
-7.360000e-01,9.60e-01,
-7.340000e-01,1.02e+00,
-7.320000e-01,1.02e+00,
-7.300000e-01,9.60e-01,
-7.280000e-01,1.00e+00,
-7.260000e-01,9.40e-01,
-7.240000e-01,9.80e-01,
-7.220000e-01,9.40e-01,
-7.200000e-01,9.40e-01,
-7.180000e-01,1.00e+00,
-7.160000e-01,9.60e-01,
-7.140000e-01,1.02e+00,
-7.120000e-01,1.02e+00,
-7.100000e-01,9.60e-01,
-7.080000e-01,1.00e+00,
-7.060000e-01,9.20e-01,
-7.040000e-01,9.60e-01,
-7.020000e-01,9.20e-01,
-7.000000e-01,9.60e-01,
-6.980000e-01,9.20e-01,
-6.960000e-01,9.80e-01,
-6.940000e-01,9.40e-01,
-6.920000e-01,9.80e-01,
-6.900000e-01,9.20e-01,
-6.880000e-01,9.60e-01,
-6.860000e-01,9.00e-01,
-6.840000e-01,9.40e-01,
-6.820000e-01,9.00e-01,
-6.800000e-01,9.00e-01,
-6.780000e-01,9.60e-01,
-6.760000e-01,9.80e-01,
-6.740000e-01,9.40e-01,
-6.720000e-01,9.80e-01,
-6.700000e-01,9.40e-01,
-6.680000e-01,9.80e-01,
-6.660000e-01,9.20e-01,
-6.640000e-01,9.40e-01,
-6.620000e-01,9.00e-01,
-6.600000e-01,9.60e-01,
-6.580000e-01,9.20e-01,
-6.560000e-01,9.40e-01,
-6.540000e-01,1.00e+00,
-6.520000e-01,1.00e+00,
-6.500000e-01,9.60e-01,
-6.480000e-01,9.80e-01,
-6.460000e-01,9.20e-01,
-6.440000e-01,9.60e-01,
-6.420000e-01,9.20e-01,
-6.400000e-01,9.20e-01,
-6.380000e-01,9.80e-01,
-6.360000e-01,9.40e-01,
-6.340000e-01,1.00e+00,
-6.320000e-01,1.00e+00,
-6.300000e-01,9.40e-01,
-6.280000e-01,9.80e-01,
-6.260000e-01,9.20e-01,
-6.240000e-01,9.60e-01,
-6.220000e-01,9.20e-01,
-6.200000e-01,9.20e-01,
-6.180000e-01,1.00e+00,
-6.160000e-01,9.60e-01,
-6.140000e-01,1.02e+00,
-6.120000e-01,1.02e+00,
-6.100000e-01,9.60e-01,
-6.080000e-01,1.00e+00,
-6.060000e-01,9.20e-01,
-6.040000e-01,9.60e-01,
-6.020000e-01,9.00e-01,
-6.000000e-01,9.20e-01,
-5.980000e-01,9.80e-01,
-5.960000e-01,9.40e-01,
-5.940000e-01,1.00e+00,
-5.920000e-01,1.00e+00,
-5.900000e-01,9.40e-01,
-5.880000e-01,9.80e-01,
-5.860000e-01,9.20e-01,
-5.840000e-01,9.60e-01,
-5.820000e-01,9.00e-01,
-5.800000e-01,9.20e-01,
-5.780000e-01,9.80e-01,
-5.760000e-01,9.40e-01,
-5.740000e-01,1.00e+00,
-5.720000e-01,1.00e+00,
-5.700000e-01,9.60e-01,
-5.680000e-01,1.00e+00,
-5.660000e-01,9.40e-01,
-5.640000e-01,9.80e-01,
-5.620000e-01,9.40e-01,
-5.600000e-01,9.60e-01,
-5.580000e-01,1.02e+00,
-5.560000e-01,1.04e+00,
-5.540000e-01,1.00e+00,
-5.520000e-01,1.04e+00,
-5.500000e-01,1.00e+00,
-5.480000e-01,1.04e+00,
-5.460000e-01,9.80e-01,
-5.440000e-01,1.00e+00,
-5.420000e-01,9.60e-01,
-5.400000e-01,1.00e+00,
-5.380000e-01,9.60e-01,
-5.360000e-01,1.00e+00,
-5.340000e-01,9.60e-01,
-5.320000e-01,1.00e+00,
-5.300000e-01,9.40e-01,
-5.280000e-01,9.60e-01,
-5.260000e-01,9.00e-01,
-5.240000e-01,9.40e-01,
-5.220000e-01,9.00e-01,
-5.200000e-01,9.40e-01,
-5.180000e-01,9.00e-01,
-5.160000e-01,9.60e-01,
-5.140000e-01,9.20e-01,
-5.120000e-01,9.60e-01,
-5.100000e-01,9.00e-01,
-5.080000e-01,9.40e-01,
-5.060000e-01,9.00e-01,
-5.040000e-01,9.20e-01,
-5.020000e-01,8.80e-01,
-5.000000e-01,8.80e-01,
-4.980000e-01,9.40e-01,
-4.960000e-01,9.40e-01,
-4.940000e-01,9.00e-01,
-4.920000e-01,9.40e-01,
-4.900000e-01,9.00e-01,
-4.880000e-01,9.40e-01,
-4.860000e-01,9.00e-01,
-4.840000e-01,9.20e-01,
-4.820000e-01,8.80e-01,
-4.800000e-01,9.40e-01,
-4.780000e-01,9.00e-01,
-4.760000e-01,9.00e-01,
-4.740000e-01,9.60e-01,
-4.720000e-01,9.60e-01,
-4.700000e-01,9.20e-01,
-4.680000e-01,9.60e-01,
-4.660000e-01,9.00e-01,
-4.640000e-01,9.40e-01,
-4.620000e-01,9.00e-01,
-4.600000e-01,9.20e-01,
-4.580000e-01,9.80e-01,
-4.560000e-01,9.60e-01,
-4.540000e-01,1.02e+00,
-4.520000e-01,9.80e-01,
-4.500000e-01,1.06e+00,
-4.480000e-01,1.04e+00,
-4.460000e-01,1.12e+00,
-4.440000e-01,1.10e+00,
-4.420000e-01,1.22e+00,
-4.400000e-01,1.20e+00,
-4.380000e-01,1.50e+00,
-4.360000e-01,1.46e+00,
-4.340000e-01,1.72e+00,
-4.320000e-01,1.70e+00,
-4.300000e-01,1.78e+00,
-4.280000e-01,1.76e+00,
-4.260000e-01,1.56e+00,
-4.240000e-01,1.58e+00,
-4.220000e-01,1.28e+00,
-4.200000e-01,1.32e+00,
-4.180000e-01,1.14e+00,
-4.160000e-01,1.16e+00,
-4.140000e-01,1.02e+00,
-4.120000e-01,1.04e+00,
-4.100000e-01,9.20e-01,
-4.080000e-01,9.40e-01,
-4.060000e-01,8.20e-01,
-4.040000e-01,8.40e-01,
-4.020000e-01,7.80e-01,
-4.000000e-01,8.20e-01,
-3.980000e-01,7.80e-01,
-3.960000e-01,8.20e-01,
-3.940000e-01,7.80e-01,
-3.920000e-01,8.20e-01,
-3.900000e-01,7.80e-01,
-3.880000e-01,8.00e-01,
-3.860000e-01,7.60e-01,
-3.840000e-01,8.00e-01,
-3.820000e-01,7.60e-01,
-3.800000e-01,7.80e-01,
-3.780000e-01,8.40e-01,
-3.760000e-01,8.00e-01,
-3.740000e-01,8.60e-01,
-3.720000e-01,8.60e-01,
-3.700000e-01,8.20e-01,
-3.680000e-01,8.60e-01,
-3.660000e-01,8.00e-01,
-3.640000e-01,8.40e-01,
-3.620000e-01,8.00e-01,
-3.600000e-01,8.20e-01,
-3.580000e-01,8.80e-01,
-3.560000e-01,8.60e-01,
-3.540000e-01,9.20e-01,
-3.520000e-01,9.20e-01,
-3.500000e-01,8.80e-01,
-3.480000e-01,9.20e-01,
-3.460000e-01,8.80e-01,
-3.440000e-01,9.20e-01,
-3.420000e-01,8.80e-01,
-3.400000e-01,9.40e-01,
-3.380000e-01,9.00e-01,
-3.360000e-01,9.00e-01,
-3.340000e-01,9.60e-01,
-3.320000e-01,9.60e-01,
-3.300000e-01,9.20e-01,
-3.280000e-01,9.60e-01,
-3.260000e-01,9.20e-01,
-3.240000e-01,9.60e-01,
-3.220000e-01,9.20e-01,
-3.200000e-01,9.40e-01,
-3.180000e-01,1.00e+00,
-3.160000e-01,1.02e+00,
-3.140000e-01,9.80e-01,
-3.120000e-01,1.02e+00,
-3.100000e-01,1.00e+00,
-3.080000e-01,1.04e+00,
-3.060000e-01,9.80e-01,
-3.040000e-01,1.02e+00,
-3.020000e-01,9.80e-01,
-3.000000e-01,9.80e-01,
-2.980000e-01,1.04e+00,
-2.960000e-01,1.04e+00,
-2.940000e-01,1.00e+00,
-2.920000e-01,1.04e+00,
-2.900000e-01,1.00e+00,
-2.880000e-01,1.04e+00,
-2.860000e-01,1.00e+00,
-2.840000e-01,1.02e+00,
-2.820000e-01,1.00e+00,
-2.800000e-01,1.04e+00,
-2.780000e-01,1.00e+00,
-2.760000e-01,1.06e+00,
-2.740000e-01,1.02e+00,
-2.720000e-01,1.06e+00,
-2.700000e-01,1.00e+00,
-2.680000e-01,1.04e+00,
-2.660000e-01,9.80e-01,
-2.640000e-01,1.02e+00,
-2.620000e-01,9.80e-01,
-2.600000e-01,9.80e-01,
-2.580000e-01,1.04e+00,
-2.560000e-01,1.00e+00,
-2.540000e-01,1.06e+00,
-2.520000e-01,1.08e+00,
-2.500000e-01,1.02e+00,
-2.480000e-01,1.06e+00,
